Disease,County,Year,Sex,Count,Population,Rate,CI.lower,CI.upper,Unstable
Lyme Disease,Napa,2002,Male,1,63838,1.566,0.04,8.727,*
Lyme Disease,Napa,2003,Total,0,129422,0,0,2.85,-
Lyme Disease,Napa,2003,Female,0,64875,0,0,5.686,-
Lyme Disease,Napa,2003,Male,0,64547,0,0,5.715,-
Lyme Disease,Napa,2004,Total,1,130204,0.768,0.019,4.279,*
Lyme Disease,Napa,2004,Female,1,65235,1.533,0.039,8.541,*
Lyme Disease,Napa,2004,Male,0,64969,0,0,5.678,-
Lyme Disease,Napa,2005,Total,1,130740,0.765,0.019,4.262,*
Lyme Disease,Napa,2005,Female,1,65504,1.527,0.039,8.506,*
Lyme Disease,Napa,2005,Male,0,65236,0,0,5.655,-
Lyme Disease,Napa,2006,Total,0,131920,0,0,2.796,-
Lyme Disease,Napa,2006,Female,0,66125,0,0,5.578,-
Lyme Disease,Napa,2006,Male,0,65795,0,0,5.606,-
Lyme Disease,Napa,2007,Total,3,133155,2.253,0.465,6.584,*
Lyme Disease,Napa,2007,Female,2,66731,2.997,0.363,10.826,*
Lyme Disease,Napa,2007,Male,1,66424,1.505,0.038,8.388,*
Lyme Disease,Napa,2008,Total,0,134786,0,0,2.737,-
Lyme Disease,Napa,2008,Female,0,67533,0,0,5.462,-
Lyme Disease,Napa,2008,Male,0,67253,0,0,5.485,-
Lyme Disease,Napa,2009,Total,2,135664,1.474,0.179,5.325,*
Lyme Disease,Napa,2009,Female,2,67950,2.943,0.356,10.632,*
Lyme Disease,Napa,2009,Male,0,67714,0,0,5.448,-
Lyme Disease,Napa,2010,Total,0,136811,0,0,2.696,-
Lyme Disease,Napa,2010,Female,0,68095,0,0,5.417,-
Lyme Disease,Napa,2010,Male,0,68716,0,0,5.368,-
Lyme Disease,Napa,2011,Total,1,137653,0.726,0.018,4.048,*
Lyme Disease,Napa,2011,Female,0,68499,0,0,5.385,-
Lyme Disease,Napa,2011,Male,1,69154,1.446,0.037,8.057,*
Lyme Disease,Napa,2012,Total,2,138019,1.449,0.175,5.234,*
Lyme Disease,Napa,2012,Female,1,68652,1.457,0.037,8.116,*
Lyme Disease,Napa,2012,Male,1,69367,1.442,0.036,8.032,*
Lyme Disease,Napa,2013,Total,1,138932,0.72,0.018,4.01,*
Lyme Disease,Napa,2013,Female,0,69108,0,0,5.338,-
Lyme Disease,Napa,2013,Male,1,69824,1.432,0.036,7.979,*
Lyme Disease,Napa,2014,Total,2,140348,1.425,0.173,5.148,*
Lyme Disease,Napa,2014,Female,2,69855,2.863,0.347,10.342,*
Lyme Disease,Napa,2014,Male,0,70493,0,0,5.233,-
Lyme Disease,Nevada,2001,Total,6,93515,6.416,2.355,13.965,*
Lyme Disease,Nevada,2001,Female,3,47308,6.341,1.308,18.531,*
Lyme Disease,Nevada,2001,Male,3,46207,6.492,1.339,18.973,*
Lyme Disease,Nevada,2002,Total,2,94580,2.115,0.256,7.638,*
Lyme Disease,Nevada,2002,Female,2,47859,4.179,0.506,15.095,*
Lyme Disease,Nevada,2002,Male,0,46721,0,0,7.895,-
Lyme Disease,Nevada,2003,Total,3,95974,3.126,0.645,9.135,*
Lyme Disease,Nevada,2003,Female,1,48555,2.06,0.052,11.474,*
Lyme Disease,Nevada,2003,Male,2,47419,4.218,0.511,15.235,*
Lyme Disease,Nevada,2004,Total,1,97107,1.03,0.026,5.737,*
Lyme Disease,Nevada,2004,Female,1,49110,2.036,0.052,11.345,*
Lyme Disease,Nevada,2004,Male,0,47997,0,0,7.685,-
Lyme Disease,Nevada,2005,Total,3,97802,3.067,0.633,8.964,*
Lyme Disease,Nevada,2005,Female,2,49469,4.043,0.49,14.604,*
Lyme Disease,Nevada,2005,Male,1,48333,2.069,0.052,11.527,*
Lyme Disease,Nevada,2006,Total,2,98334,2.034,0.246,7.347,*
Lyme Disease,Nevada,2006,Female,1,49734,2.011,0.051,11.202,*
Lyme Disease,Nevada,2006,Male,1,48600,2.058,0.052,11.464,*
Lyme Disease,Nevada,2007,Total,3,98480,3.046,0.628,8.902,*
Lyme Disease,Nevada,2007,Female,3,49780,6.027,1.243,17.611,*
Lyme Disease,Nevada,2007,Male,0,48700,0,0,7.574,-
Lyme Disease,Nevada,2008,Total,2,98680,2.027,0.245,7.321,*
Lyme Disease,Nevada,2008,Female,0,49837,0,0,7.402,-
Lyme Disease,Nevada,2008,Male,2,48843,4.095,0.496,14.791,*
Lyme Disease,Nevada,2009,Total,2,98432,2.032,0.246,7.34,*
Lyme Disease,Nevada,2009,Female,2,49713,4.023,0.487,14.532,*
Lyme Disease,Nevada,2009,Male,0,48719,0,0,7.571,-
Lyme Disease,Nevada,2010,Total,1,98625,1.014,0.026,5.649,*
Lyme Disease,Nevada,2010,Female,0,49853,0,0,7.399,-
Lyme Disease,Nevada,2010,Male,1,48772,2.05,0.052,11.423,*
Lyme Disease,Nevada,2011,Total,8,98591,8.114,3.503,15.988,*
Lyme Disease,Nevada,2011,Female,4,49830,8.027,2.187,20.552,*
Lyme Disease,Nevada,2011,Male,4,48761,8.203,2.235,21.002,*
Lyme Disease,Nevada,2012,Total,4,97920,4.085,1.113,10.459,*
Lyme Disease,Nevada,2012,Female,1,49484,2.021,0.051,11.259,*
Lyme Disease,Nevada,2012,Male,3,48436,6.194,1.277,18.1,*
Lyme Disease,Nevada,2013,Total,0,97808,0,0,3.771,-
Lyme Disease,Nevada,2013,Female,0,49421,0,0,7.464,-
Lyme Disease,Nevada,2013,Male,0,48387,0,0,7.623,-
Lyme Disease,Nevada,2014,Total,0,98235,0,0,3.755,-
Lyme Disease,Nevada,2014,Female,0,49633,0,0,7.432,-
Lyme Disease,Nevada,2014,Male,0,48602,0,0,7.59,-
Lyme Disease,Orange,2001,Total,0,2889908,0,0,0.128,-
Lyme Disease,Orange,2001,Female,0,1456262,0,0,0.253,-
Lyme Disease,Orange,2001,Male,0,1433646,0,0,0.257,-
Lyme Disease,Orange,2002,Total,3,2914438,0.103,0.021,0.301,*
Lyme Disease,Orange,2002,Female,1,1469089,0.068,0.002,0.379,*
Lyme Disease,Orange,2002,Male,2,1445349,0.138,0.017,0.5,*
Lyme Disease,Orange,2003,Total,2,2939719,0.068,0.008,0.246,*
Lyme Disease,Orange,2003,Female,1,1482035,0.067,0.002,0.376,*
Lyme Disease,Orange,2003,Male,1,1457684,0.069,0.002,0.382,*
Lyme Disease,Orange,2004,Total,0,2956482,0,0,0.125,-
Lyme Disease,Orange,2004,Female,0,1490898,0,0,0.247,-
Lyme Disease,Orange,2004,Male,0,1465584,0,0,0.252,-
Lyme Disease,Orange,2005,Total,3,2957151,0.101,0.021,0.296,*
Lyme Disease,Orange,2005,Female,0,1491828,0,0,0.247,-
Lyme Disease,Orange,2005,Male,3,1465323,0.205,0.042,0.598,*
Lyme Disease,Orange,2006,Total,0,2955433,0,0,0.125,-
Lyme Disease,Orange,2006,Female,0,1491355,0,0,0.247,-
Lyme Disease,Orange,2006,Male,0,1464078,0,0,0.252,-
Lyme Disease,Orange,2007,Total,1,2965823,0.034,0.001,0.188,*
Lyme Disease,Orange,2007,Female,1,1496600,0.067,0.002,0.372,*
Lyme Disease,Orange,2007,Male,0,1469223,0,0,0.251,-
Lyme Disease,Orange,2008,Total,1,2982788,0.034,0.001,0.187,*
Lyme Disease,Orange,2008,Female,0,1505158,0,0,0.245,-
Lyme Disease,Orange,2008,Male,1,1477630,0.068,0.002,0.377,*
Lyme Disease,Orange,2009,Total,1,2998816,0.033,0.001,0.186,*
Lyme Disease,Orange,2009,Female,1,1512749,0.066,0.002,0.368,*
Lyme Disease,Orange,2009,Male,0,1486067,0,0,0.248,-
Lyme Disease,Orange,2010,Total,6,3017248,0.199,0.073,0.433,*
Lyme Disease,Orange,2010,Female,5,1524864,0.328,0.106,0.765,*
Lyme Disease,Orange,2010,Male,1,1492384,0.067,0.002,0.373,*
Lyme Disease,Orange,2011,Total,6,3046513,0.197,0.072,0.429,*
Lyme Disease,Orange,2011,Female,4,1539616,0.26,0.071,0.665,*
Lyme Disease,Orange,2011,Male,2,1506897,0.133,0.016,0.479,*
Lyme Disease,Orange,2012,Total,0,3073540,0,0,0.12,-
Lyme Disease,Orange,2012,Female,0,1553184,0,0,0.238,-
Lyme Disease,Orange,2012,Male,0,1520356,0,0,0.243,-
Lyme Disease,Orange,2013,Total,0,3099463,0,0,0.119,-
Lyme Disease,Orange,2013,Female,0,1566211,0,0,0.236,-
Lyme Disease,Orange,2013,Male,0,1533252,0,0,0.241,-
Lyme Disease,Orange,2014,Total,0,3132681,0,0,0.118,-
Lyme Disease,Orange,2014,Female,0,1583260,0,0,0.233,-
Lyme Disease,Orange,2014,Male,0,1549421,0,0,0.238,-
Lyme Disease,Placer,2001,Total,3,264925,1.132,0.234,3.309,*
Lyme Disease,Placer,2001,Female,3,135208,2.219,0.458,6.484,*
Lyme Disease,Placer,2001,Male,0,129717,0,0,2.844,-
Lyme Disease,Placer,2002,Total,2,276817,0.722,0.087,2.61,*
Lyme Disease,Placer,2002,Female,1,141268,0.708,0.018,3.944,*
Lyme Disease,Placer,2002,Male,1,135549,0.738,0.019,4.11,*
Lyme Disease,Placer,2003,Total,1,290655,0.344,0.009,1.917,*
Lyme Disease,Placer,2003,Female,1,148411,0.674,0.017,3.754,*
Lyme Disease,Placer,2003,Male,0,142244,0,0,2.593,-
Lyme Disease,Placer,2004,Total,2,302815,0.66,0.08,2.386,*
Lyme Disease,Placer,2004,Female,1,154645,0.647,0.016,3.603,*
Lyme Disease,Placer,2004,Male,1,148170,0.675,0.017,3.76,*
Lyme Disease,Placer,2005,Total,3,312630,0.96,0.198,2.804,*
Lyme Disease,Placer,2005,Female,3,159647,1.879,0.388,5.492,*
Lyme Disease,Placer,2005,Male,0,152983,0,0,2.411,-
Lyme Disease,Placer,2006,Total,1,322270,0.31,0.008,1.729,*
Lyme Disease,Placer,2006,Female,0,164667,0,0,2.24,-
Lyme Disease,Placer,2006,Male,1,157603,0.635,0.016,3.535,*
Lyme Disease,Placer,2007,Total,1,329719,0.303,0.008,1.69,*
Lyme Disease,Placer,2007,Female,1,168495,0.593,0.015,3.307,*
Lyme Disease,Placer,2007,Male,0,161224,0,0,2.288,-
Lyme Disease,Placer,2008,Total,1,337914,0.296,0.007,1.649,*
Lyme Disease,Placer,2008,Female,1,172768,0.579,0.015,3.225,*
Lyme Disease,Placer,2008,Male,0,165146,0,0,2.234,-
Lyme Disease,Placer,2009,Total,1,344088,0.291,0.007,1.619,*
Lyme Disease,Placer,2009,Female,0,175968,0,0,2.096,-
Lyme Disease,Placer,2009,Male,1,168120,0.595,0.015,3.314,*
Lyme Disease,Placer,2010,Total,0,350272,0,0,1.053,-
Lyme Disease,Placer,2010,Female,0,179214,0,0,2.058,-
Lyme Disease,Placer,2010,Male,0,171058,0,0,2.156,-
Lyme Disease,Placer,2011,Total,1,356200,0.281,0.007,1.564,*
Lyme Disease,Placer,2011,Female,1,182237,0.549,0.014,3.057,*
Lyme Disease,Placer,2011,Male,0,173963,0,0,2.12,-
Lyme Disease,Placer,2012,Total,2,360098,0.555,0.067,2.006,*
Lyme Disease,Placer,2012,Female,0,184207,0,0,2.003,-
Lyme Disease,Placer,2012,Male,2,175891,1.137,0.138,4.107,*
Lyme Disease,Placer,2013,Total,1,364724,0.274,0.007,1.528,*
Lyme Disease,Placer,2013,Female,1,186575,0.536,0.014,2.986,*
Lyme Disease,Placer,2013,Male,0,178149,0,0,2.071,-
Lyme Disease,Placer,2014,Total,0,369726,0,0,0.998,-
Lyme Disease,Placer,2014,Female,0,189110,0,0,1.951,-
Lyme Disease,Placer,2014,Male,0,180616,0,0,2.042,-
Lyme Disease,Plumas,2001,Total,1,20706,4.83,0.122,26.905,*
Lyme Disease,Plumas,2001,Female,1,10343,9.668,0.245,53.857,*
Lyme Disease,Plumas,2001,Male,0,10363,0,0,35.59,-
Lyme Disease,Plumas,2002,Total,0,20695,0,0,17.823,-
Lyme Disease,Plumas,2002,Female,0,10333,0,0,35.694,-
Lyme Disease,Plumas,2002,Male,0,10362,0,0,35.594,-
Lyme Disease,Plumas,2003,Total,0,20747,0,0,17.779,-
Lyme Disease,Plumas,2003,Female,0,10363,0,0,35.59,-
Lyme Disease,Plumas,2003,Male,0,10384,0,0,35.518,-
Lyme Disease,Plumas,2004,Total,0,20899,0,0,17.649,-
Lyme Disease,Plumas,2004,Female,0,10447,0,0,35.304,-
Lyme Disease,Plumas,2004,Male,0,10452,0,0,35.287,-
Lyme Disease,Plumas,2005,Total,0,20859,0,0,17.683,-
Lyme Disease,Plumas,2005,Female,0,10450,0,0,35.294,-
Lyme Disease,Plumas,2005,Male,0,10409,0,0,35.433,-
Lyme Disease,Plumas,2006,Total,0,20710,0,0,17.81,-
Lyme Disease,Plumas,2006,Female,0,10380,0,0,35.532,-
Lyme Disease,Plumas,2006,Male,0,10330,0,0,35.704,-
Lyme Disease,Plumas,2007,Total,0,20596,0,0,17.909,-
Lyme Disease,Plumas,2007,Female,0,10319,0,0,35.742,-
Lyme Disease,Plumas,2007,Male,0,10277,0,0,35.888,-
Lyme Disease,Plumas,2008,Total,0,20368,0,0,18.11,-
Lyme Disease,Plumas,2008,Female,0,10198,0,0,36.166,-
Lyme Disease,Plumas,2008,Male,0,10170,0,0,36.266,-
Lyme Disease,Plumas,2009,Total,0,20063,0,0,18.385,-
Lyme Disease,Plumas,2009,Female,0,10036,0,0,36.75,-
Lyme Disease,Plumas,2009,Male,0,10027,0,0,36.783,-
Lyme Disease,Plumas,2010,Total,0,19904,0,0,18.532,-
Lyme Disease,Plumas,2010,Female,0,9960,0,0,37.03,-
Lyme Disease,Plumas,2010,Male,0,9944,0,0,37.09,-
Lyme Disease,Plumas,2011,Total,0,19950,0,0,18.489,-
Lyme Disease,Plumas,2011,Female,0,9985,0,0,36.937,-
Lyme Disease,Plumas,2011,Male,0,9965,0,0,37.012,-
Lyme Disease,Plumas,2012,Total,0,19906,0,0,18.53,-
Lyme Disease,Plumas,2012,Female,0,9964,0,0,37.015,-
Lyme Disease,Plumas,2012,Male,0,9942,0,0,37.097,-
Lyme Disease,Plumas,2013,Total,0,19792,0,0,18.636,-
Lyme Disease,Plumas,2013,Female,0,9918,0,0,37.187,-
Lyme Disease,Plumas,2013,Male,0,9874,0,0,37.353,-
Lyme Disease,Plumas,2014,Total,1,19687,5.079,0.129,28.298,*
Lyme Disease,Plumas,2014,Female,1,9866,10.136,0.257,56.46,*
Lyme Disease,Plumas,2014,Male,0,9821,0,0,37.554,-
Lyme Disease,Riverside,2001,Total,3,1622454,0.185,0.038,0.54,*
Lyme Disease,Riverside,2001,Female,2,814467,0.246,0.03,0.887,*
Lyme Disease,Riverside,2001,Male,1,807987,0.124,0.003,0.69,*
Lyme Disease,Riverside,2002,Total,0,1688407,0,0,0.218,-
Lyme Disease,Riverside,2002,Female,0,847762,0,0,0.435,-
Lyme Disease,Riverside,2002,Male,0,840645,0,0,0.439,-
Lyme Disease,Riverside,2003,Total,2,1772427,0.113,0.014,0.408,*
Lyme Disease,Riverside,2003,Female,0,890269,0,0,0.414,-
Lyme Disease,Riverside,2003,Male,2,882158,0.227,0.027,0.819,*
Lyme Disease,Riverside,2004,Total,2,1856879,0.108,0.013,0.389,*
Lyme Disease,Riverside,2004,Female,2,932886,0.214,0.026,0.774,*
Lyme Disease,Riverside,2004,Male,0,923993,0,0,0.399,-
Lyme Disease,Riverside,2005,Total,3,1934723,0.155,0.032,0.453,*
Lyme Disease,Riverside,2005,Female,2,972165,0.206,0.025,0.743,*
Lyme Disease,Riverside,2005,Male,1,962558,0.104,0.003,0.579,*
Lyme Disease,Riverside,2006,Total,0,2017350,0,0,0.183,-
Lyme Disease,Riverside,2006,Female,0,1013839,0,0,0.364,-
Lyme Disease,Riverside,2006,Male,0,1003511,0,0,0.368,-
Lyme Disease,Riverside,2007,Total,0,2082656,0,0,0.177,-
Lyme Disease,Riverside,2007,Female,0,1046767,0,0,0.352,-
Lyme Disease,Riverside,2007,Male,0,1035889,0,0,0.356,-
Lyme Disease,Riverside,2008,Total,2,2122920,0.094,0.011,0.34,*
Lyme Disease,Riverside,2008,Female,2,1067130,0.187,0.023,0.677,*
Lyme Disease,Riverside,2008,Male,0,1055790,0,0,0.349,-
Lyme Disease,Riverside,2009,Total,5,2158399,0.232,0.075,0.541,*
Lyme Disease,Riverside,2009,Female,4,1084974,0.369,0.1,0.944,*
Lyme Disease,Riverside,2009,Male,1,1073425,0.093,0.002,0.519,*
Lyme Disease,Riverside,2010,Total,0,2191919,0,0,0.168,-
Lyme Disease,Riverside,2010,Female,0,1101193,0,0,0.335,-
Lyme Disease,Riverside,2010,Male,0,1090726,0,0,0.338,-
Lyme Disease,Riverside,2011,Total,5,2220269,0.225,0.073,0.526,*
Lyme Disease,Riverside,2011,Female,1,1115310,0.09,0.002,0.5,*
Lyme Disease,Riverside,2011,Male,4,1104959,0.362,0.099,0.927,*
Lyme Disease,Riverside,2012,Total,1,2249045,0.044,0.001,0.248,*
Lyme Disease,Riverside,2012,Female,0,1129673,0,0,0.327,-
Lyme Disease,Riverside,2012,Male,1,1119372,0.089,0.002,0.498,*
Lyme Disease,Riverside,2013,Total,2,2264569,0.088,0.011,0.319,*
Lyme Disease,Riverside,2013,Female,0,1137546,0,0,0.324,-
Lyme Disease,Riverside,2013,Male,2,1127023,0.177,0.021,0.641,*
Lyme Disease,Riverside,2014,Total,3,2295298,0.131,0.027,0.382,*
Lyme Disease,Riverside,2014,Female,2,1152765,0.173,0.021,0.627,*
Lyme Disease,Riverside,2014,Male,1,1142533,0.088,0.002,0.488,*
Lyme Disease,Sacramento,2001,Total,4,1265767,0.316,0.086,0.809,*
Lyme Disease,Sacramento,2001,Female,2,646848,0.309,0.037,1.117,*
Lyme Disease,Sacramento,2001,Male,2,618919,0.323,0.039,1.167,*
Lyme Disease,Sacramento,2002,Total,2,1293483,0.155,0.019,0.559,*
Lyme Disease,Sacramento,2002,Female,1,660747,0.151,0.004,0.843,*
Lyme Disease,Sacramento,2002,Male,1,632736,0.158,0.004,0.881,*
Lyme Disease,Sacramento,2003,Total,4,1320963,0.303,0.083,0.775,*
Lyme Disease,Sacramento,2003,Female,2,674719,0.296,0.036,1.071,*
Lyme Disease,Sacramento,2003,Male,2,646244,0.309,0.037,1.118,*
Lyme Disease,Sacramento,2004,Total,3,1342899,0.223,0.046,0.653,*
Lyme Disease,Sacramento,2004,Female,0,685863,0,0,0.538,-
Lyme Disease,Sacramento,2004,Male,3,657036,0.457,0.094,1.334,*
Lyme Disease,Sacramento,2005,Total,5,1358168,0.368,0.12,0.859,*
Lyme Disease,Sacramento,2005,Female,3,693519,0.433,0.089,1.264,*
Lyme Disease,Sacramento,2005,Male,2,664649,0.301,0.036,1.087,*
Lyme Disease,Sacramento,2006,Total,3,1372275,0.219,0.045,0.639,*
Lyme Disease,Sacramento,2006,Female,1,700564,0.143,0.004,0.795,*
Lyme Disease,Sacramento,2006,Male,2,671711,0.298,0.036,1.076,*
Lyme Disease,Sacramento,2007,Total,2,1388086,0.144,0.017,0.52,*
Lyme Disease,Sacramento,2007,Female,1,708444,0.141,0.004,0.786,*
Lyme Disease,Sacramento,2007,Male,1,679642,0.147,0.004,0.82,*
Lyme Disease,Sacramento,2008,Total,0,1400939,0,0,0.263,-
Lyme Disease,Sacramento,2008,Female,0,714913,0,0,0.516,-
Lyme Disease,Sacramento,2008,Male,0,686026,0,0,0.538,-
Lyme Disease,Sacramento,2009,Total,2,1411403,0.142,0.017,0.512,*
Lyme Disease,Sacramento,2009,Female,1,719853,0.139,0.004,0.774,*
Lyme Disease,Sacramento,2009,Male,0,691550,0,0,0.533,-
Lyme Disease,Sacramento,2010,Total,1,1420255,0.07,0.002,0.392,*
Lyme Disease,Sacramento,2010,Female,1,724678,0.138,0.003,0.769,*
Lyme Disease,Sacramento,2010,Male,0,695577,0,0,0.53,-
Lyme Disease,Sacramento,2011,Total,1,1430360,0.07,0.002,0.39,*
Lyme Disease,Sacramento,2011,Female,1,729502,0.137,0.003,0.764,*
Lyme Disease,Sacramento,2011,Male,0,700858,0,0,0.526,-
Lyme Disease,Sacramento,2012,Total,0,1435118,0,0,0.257,-
Lyme Disease,Sacramento,2012,Female,0,731575,0,0,0.504,-
Lyme Disease,Sacramento,2012,Male,0,703543,0,0,0.524,-
Lyme Disease,Sacramento,2013,Total,0,1445457,0,0,0.255,-
Lyme Disease,Sacramento,2013,Female,0,736595,0,0,0.501,-
Lyme Disease,Sacramento,2013,Male,0,708862,0,0,0.52,-
Lyme Disease,Sacramento,2014,Total,0,1460480,0,0,0.253,-
Lyme Disease,Sacramento,2014,Female,0,744045,0,0,0.496,-
Lyme Disease,Sacramento,2014,Male,0,716435,0,0,0.515,-
Lyme Disease,San Benito,2001,Total,0,54696,0,0,6.744,-
Lyme Disease,San Benito,2001,Female,0,27085,0,0,13.619,-
Lyme Disease,San Benito,2001,Male,0,27611,0,0,13.359,-
Lyme Disease,San Benito,2002,Total,1,55199,1.812,0.046,10.093,*
Lyme Disease,San Benito,2002,Female,0,27350,0,0,13.487,-
Lyme Disease,San Benito,2002,Male,1,27849,3.591,0.091,20.005,*
Lyme Disease,San Benito,2003,Total,0,55458,0,0,6.651,-
Lyme Disease,San Benito,2003,Female,0,27497,0,0,13.415,-
Lyme Disease,San Benito,2003,Male,0,27961,0,0,13.192,-
Lyme Disease,San Benito,2004,Total,0,55287,0,0,6.672,-
Lyme Disease,San Benito,2004,Female,0,27433,0,0,13.446,-
Lyme Disease,San Benito,2004,Male,0,27854,0,0,13.243,-
Lyme Disease,San Benito,2005,Total,0,55153,0,0,6.688,-
Lyme Disease,San Benito,2005,Female,0,27399,0,0,13.463,-
Lyme Disease,San Benito,2005,Male,0,27754,0,0,13.29,-
Lyme Disease,San Benito,2006,Total,0,54895,0,0,6.72,-
Lyme Disease,San Benito,2006,Female,0,27319,0,0,13.502,-
Lyme Disease,San Benito,2006,Male,0,27576,0,0,13.376,-
Lyme Disease,San Benito,2007,Total,0,55000,0,0,6.707,-
Lyme Disease,San Benito,2007,Female,0,27417,0,0,13.454,-
Lyme Disease,San Benito,2007,Male,0,27583,0,0,13.373,-
Lyme Disease,San Benito,2008,Total,0,55043,0,0,6.702,-
Lyme Disease,San Benito,2008,Female,0,27450,0,0,13.438,-
Lyme Disease,San Benito,2008,Male,0,27593,0,0,13.368,-
Lyme Disease,San Benito,2009,Total,1,55093,1.815,0.046,10.113,*
Lyme Disease,San Benito,2009,Female,1,27492,3.637,0.092,20.265,*
Lyme Disease,San Benito,2009,Male,0,27601,0,0,13.364,-
Lyme Disease,San Benito,2010,Total,0,55332,0,0,6.667,-
Lyme Disease,San Benito,2010,Female,0,27656,0,0,13.338,-
Lyme Disease,San Benito,2010,Male,0,27676,0,0,13.328,-
Lyme Disease,San Benito,2011,Total,0,55948,0,0,6.593,-
Lyme Disease,San Benito,2011,Female,0,27980,0,0,13.183,-
Lyme Disease,San Benito,2011,Male,0,27968,0,0,13.189,-
Lyme Disease,San Benito,2012,Total,0,56643,0,0,6.512,-
Lyme Disease,San Benito,2012,Female,0,28368,0,0,13.003,-
Lyme Disease,San Benito,2012,Male,0,28275,0,0,13.046,-
Lyme Disease,San Benito,2013,Total,0,57146,0,0,6.455,-
Lyme Disease,San Benito,2013,Female,0,28634,0,0,12.882,-
Lyme Disease,San Benito,2013,Male,0,28512,0,0,12.937,-
Lyme Disease,San Benito,2014,Total,0,57993,0,0,6.361,-
Lyme Disease,San Benito,2014,Female,0,29124,0,0,12.665,-
Lyme Disease,San Benito,2014,Male,0,28869,0,0,12.777,-
Lyme Disease,San Bernardino,2001,Total,0,1763780,0,0,0.209,-
Lyme Disease,San Bernardino,2001,Female,0,885147,0,0,0.417,-
Lyme Disease,San Bernardino,2001,Male,0,878633,0,0,0.42,-
Lyme Disease,San Bernardino,2002,Total,0,1800849,0,0,0.205,-
Lyme Disease,San Bernardino,2002,Female,0,903725,0,0,0.408,-
Lyme Disease,San Bernardino,2002,Male,0,897124,0,0,0.411,-
Lyme Disease,San Bernardino,2003,Total,1,1850075,0.054,0.001,0.301,*
Lyme Disease,San Bernardino,2003,Female,1,929010,0.108,0.003,0.6,*
Lyme Disease,San Bernardino,2003,Male,0,921065,0,0,0.401,-
Lyme Disease,San Bernardino,2004,Total,0,1900210,0,0,0.194,-
Lyme Disease,San Bernardino,2004,Female,0,954481,0,0,0.386,-
Lyme Disease,San Bernardino,2004,Male,0,945729,0,0,0.39,-
Lyme Disease,San Bernardino,2005,Total,0,1942734,0,0,0.19,-
Lyme Disease,San Bernardino,2005,Female,0,975953,0,0,0.378,-
Lyme Disease,San Bernardino,2005,Male,0,966781,0,0,0.382,-
Lyme Disease,San Bernardino,2006,Total,0,1976767,0,0,0.187,-
Lyme Disease,San Bernardino,2006,Female,0,993098,0,0,0.371,-
Lyme Disease,San Bernardino,2006,Male,0,983669,0,0,0.375,-
Lyme Disease,San Bernardino,2007,Total,0,2002651,0,0,0.184,-
Lyme Disease,San Bernardino,2007,Female,0,1006099,0,0,0.367,-
Lyme Disease,San Bernardino,2007,Male,0,996552,0,0,0.37,-
Lyme Disease,San Bernardino,2008,Total,1,2016526,0.05,0.001,0.276,*
Lyme Disease,San Bernardino,2008,Female,0,1012903,0,0,0.364,-
Lyme Disease,San Bernardino,2008,Male,1,1003623,0.1,0.003,0.555,*
Lyme Disease,San Bernardino,2009,Total,2,2022319,0.099,0.012,0.357,*
Lyme Disease,San Bernardino,2009,Female,2,1015718,0.197,0.024,0.711,*
Lyme Disease,San Bernardino,2009,Male,0,1006601,0,0,0.366,-
Lyme Disease,San Bernardino,2010,Total,0,2038518,0,0,0.181,-
Lyme Disease,San Bernardino,2010,Female,0,1025294,0,0,0.36,-
Lyme Disease,San Bernardino,2010,Male,0,1013224,0,0,0.364,-
Lyme Disease,San Bernardino,2011,Total,2,2053077,0.097,0.012,0.352,*
Lyme Disease,San Bernardino,2011,Female,1,1032269,0.097,0.002,0.54,*
Lyme Disease,San Bernardino,2011,Male,1,1020808,0.098,0.002,0.546,*
Lyme Disease,San Bernardino,2012,Total,1,2063867,0.048,0.001,0.27,*
Lyme Disease,San Bernardino,2012,Female,0,1037268,0,0,0.356,-
Lyme Disease,San Bernardino,2012,Male,1,1026599,0.097,0.002,0.543,*
Lyme Disease,San Bernardino,2013,Total,1,2074080,0.048,0.001,0.269,*
Lyme Disease,San Bernardino,2013,Female,1,1041988,0.096,0.002,0.535,*
Lyme Disease,San Bernardino,2013,Male,0,1032092,0,0,0.357,-
Lyme Disease,San Bernardino,2014,Total,0,2091618,0,0,0.176,-
Lyme Disease,San Bernardino,2014,Female,0,1050698,0,0,0.351,-
Lyme Disease,San Bernardino,2014,Male,0,1040920,0,0,0.354,-
Lyme Disease,San Diego,2001,Total,4,2870096,0.139,0.038,0.357,*
Lyme Disease,San Diego,2001,Female,2,1428113,0.14,0.017,0.506,*
Lyme Disease,San Diego,2001,Male,2,1441983,0.139,0.017,0.501,*
Lyme Disease,San Diego,2002,Total,6,2910445,0.206,0.076,0.449,*
Lyme Disease,San Diego,2002,Female,1,1448213,0.069,0.002,0.385,*
Lyme Disease,San Diego,2002,Male,5,1462232,0.342,0.111,0.798,*
Lyme Disease,San Diego,2003,Total,2,2943961,0.068,0.008,0.245,*
Lyme Disease,San Diego,2003,Female,2,1464994,0.137,0.017,0.493,*
Lyme Disease,San Diego,2003,Male,0,1478967,0,0,0.249,-
Lyme Disease,San Diego,2004,Total,4,2963390,0.135,0.037,0.346,*
Lyme Disease,San Diego,2004,Female,2,1475094,0.136,0.016,0.49,*
Lyme Disease,San Diego,2004,Male,2,1488296,0.134,0.016,0.485,*
